"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-311U3/DIA/BPM-02/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [1126, 82]
2023-09-24_04:54:00.000098627, [1111, 90]
2023-09-24_04:54:00.000197255, [349, 44]
2023-09-24_04:54:00.000295883, [-558, 31]
2023-09-24_04:54:00.000394511, [-939, -109]
2023-09-24_04:54:00.000493139, [-1034, -195]
2023-09-24_04:54:00.000591767, [-959, -204]
2023-09-24_04:54:00.000690395, [-716, -229]
2023-09-24_04:54:00.000789023, [-125, -186]
2023-09-24_04:54:00.000887651, [368, -57]
2023-09-24_04:54:00.000986279, [682, 148]
2023-09-24_04:54:00.001084907, [938, 39]
2023-09-24_04:54:00.001183535, [597, -133]
2023-09-24_04:54:00.001282163, [-618, -110]
2023-09-24_04:54:00.001380791, [-1923, -143]
2023-09-24_04:54:00.001479419, [-2643, -167]
2023-09-24_04:54:00.001578047, [-2706, -206]
2023-09-24_04:54:00.001676675, [-2000, 69]
2023-09-24_04:54:00.001775303, [-1021, 145]
2023-09-24_04:54:00.001873931, [-773, -170]
2023-09-24_04:54:00.001972559, [-1303, -245]
2023-09-24_04:54:00.002071187, [-1255, -196]
2023-09-24_04:54:00.002169815, [-387, -25]
2023-09-24_04:54:00.002268443, [55, 60]
2023-09-24_04:54:00.002367071, [-450, -91]
2023-09-24_04:54:00.002465699, [-1351, 10]
2023-09-24_04:54:00.002564326, [-2034, 134]
2023-09-24_04:54:00.002662954, [-1804, 120]
2023-09-24_04:54:00.002761582, [-995, -54]
2023-09-24_04:54:00.002860210, [-754, -154]
2023-09-24_04:54:00.002958838, [-1767, -65]
2023-09-24_04:54:00.003057466, [-2723, -152]
2023-09-24_04:54:00.003156094, [-2172, -237]
2023-09-24_04:54:00.003254722, [-1001, -191]
2023-09-24_04:54:00.003353350, [-695, -95]
2023-09-24_04:54:00.003451978, [-1008, 29]
2023-09-24_04:54:00.003550606, [-1042, 36]
2023-09-24_04:54:00.003649234, [-778, -6]
2023-09-24_04:54:00.003747862, [-432, 16]
2023-09-24_04:54:00.003846490, [-519, 49]
