"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-303U4/DIA/BPM-01/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [312, -144]
2023-09-24_04:54:00.000098627, [492, -99]
2023-09-24_04:54:00.000197255, [-77, -92]
2023-09-24_04:54:00.000295883, [-620, -120]
2023-09-24_04:54:00.000394511, [-755, -148]
2023-09-24_04:54:00.000493139, [-742, -108]
2023-09-24_04:54:00.000591767, [-447, -118]
2023-09-24_04:54:00.000690395, [-253, -108]
2023-09-24_04:54:00.000789023, [92, -130]
2023-09-24_04:54:00.000887651, [472, -218]
2023-09-24_04:54:00.000986279, [806, -198]
2023-09-24_04:54:00.001084907, [1294, -171]
2023-09-24_04:54:00.001183535, [1112, -86]
2023-09-24_04:54:00.001282163, [201, -114]
2023-09-24_04:54:00.001380791, [-777, -183]
2023-09-24_04:54:00.001479419, [-1267, -173]
2023-09-24_04:54:00.001578047, [-1195, -337]
2023-09-24_04:54:00.001676675, [-677, -366]
2023-09-24_04:54:00.001775303, [-65, -246]
2023-09-24_04:54:00.001873931, [196, -223]
2023-09-24_04:54:00.001972559, [-173, -300]
2023-09-24_04:54:00.002071187, [-215, -345]
2023-09-24_04:54:00.002169815, [492, -508]
2023-09-24_04:54:00.002268443, [794, -580]
2023-09-24_04:54:00.002367071, [344, -417]
2023-09-24_04:54:00.002465699, [-272, -287]
2023-09-24_04:54:00.002564326, [-663, -299]
2023-09-24_04:54:00.002662954, [-379, -350]
2023-09-24_04:54:00.002761582, [95, -236]
2023-09-24_04:54:00.002860210, [188, -82]
2023-09-24_04:54:00.002958838, [-288, -163]
2023-09-24_04:54:00.003057466, [-872, -207]
2023-09-24_04:54:00.003156094, [-801, -125]
2023-09-24_04:54:00.003254722, [-318, -113]
2023-09-24_04:54:00.003353350, [-80, -242]
2023-09-24_04:54:00.003451978, [-209, -279]
2023-09-24_04:54:00.003550606, [-223, -277]
2023-09-24_04:54:00.003649234, [35, -150]
2023-09-24_04:54:00.003747862, [264, -121]
2023-09-24_04:54:00.003846490, [218, -284]
2023-09-24_04:54:00.003945118, [-327, -148]
2023-09-24_04:54:00.004043746, [-1047, -13]
2023-09-24_04:54:00.004142374, [-1423, -174]
2023-09-24_04:54:00.004241002, [-1089, -356]
2023-09-24_04:54:00.004339630, [-212, -348]
2023-09-24_04:54:00.004438258, [381, -209]
2023-09-24_04:54:00.004536886, [269, -137]
