"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-320U3/DIA/BPM-02/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [2711, 5]
2023-09-24_04:54:00.000098627, [2740, 74]
2023-09-24_04:54:00.000197255, [1803, 95]
2023-09-24_04:54:00.000295883, [748, 109]
2023-09-24_04:54:00.000394511, [666, 139]
2023-09-24_04:54:00.000493139, [829, 62]
2023-09-24_04:54:00.000591767, [811, 121]
2023-09-24_04:54:00.000690395, [877, 196]
2023-09-24_04:54:00.000789023, [1304, 177]
2023-09-24_04:54:00.000887651, [1814, 229]
2023-09-24_04:54:00.000986279, [2119, 199]
2023-09-24_04:54:00.001084907, [2427, 168]
2023-09-24_04:54:00.001183535, [2062, 101]
2023-09-24_04:54:00.001282163, [946, -28]
2023-09-24_04:54:00.001380791, [-475, -31]
2023-09-24_04:54:00.001479419, [-1522, 53]
2023-09-24_04:54:00.001578047, [-1548, 140]
2023-09-24_04:54:00.001676675, [-758, 177]
2023-09-24_04:54:00.001775303, [377, 119]
2023-09-24_04:54:00.001873931, [752, 117]
2023-09-24_04:54:00.001972559, [285, 139]
2023-09-24_04:54:00.002071187, [309, 70]
2023-09-24_04:54:00.002169815, [1150, 201]
2023-09-24_04:54:00.002268443, [1725, 337]
2023-09-24_04:54:00.002367071, [1219, 279]
2023-09-24_04:54:00.002465699, [266, 243]
2023-09-24_04:54:00.002564326, [-187, 94]
2023-09-24_04:54:00.002662954, [217, -13]
2023-09-24_04:54:00.002761582, [844, 52]
2023-09-24_04:54:00.002860210, [790, 40]
2023-09-24_04:54:00.002958838, [-98, 82]
2023-09-24_04:54:00.003057466, [-866, 240]
2023-09-24_04:54:00.003156094, [-582, 50]
2023-09-24_04:54:00.003254722, [381, 54]
2023-09-24_04:54:00.003353350, [832, 108]
2023-09-24_04:54:00.003451978, [510, 24]
2023-09-24_04:54:00.003550606, [343, 67]
2023-09-24_04:54:00.003649234, [562, 103]
2023-09-24_04:54:00.003747862, [740, 192]
2023-09-24_04:54:00.003846490, [639, 143]
2023-09-24_04:54:00.003945118, [83, -222]
2023-09-24_04:54:00.004043746, [-1123, -293]
2023-09-24_04:54:00.004142374, [-1927, -13]
2023-09-24_04:54:00.004241002, [-1511, 34]
2023-09-24_04:54:00.004339630, [-458, 16]
2023-09-24_04:54:00.004438258, [347, 30]
2023-09-24_04:54:00.004536886, [239, 19]
2023-09-24_04:54:00.004635514, [45, 146]
2023-09-24_04:54:00.004734142, [128, 183]
2023-09-24_04:54:00.004832770, [95, 44]
2023-09-24_04:54:00.004931398, [-356, -125]
2023-09-24_04:54:00.005030025, [-1535, -258]
2023-09-24_04:54:00.005128653, [-2072, -237]
2023-09-24_04:54:00.005227281, [-1488, -70]
2023-09-24_04:54:00.005325909, [-226, -78]
