"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-312U5/DIA/BPM-01/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [159, 84]
2023-09-24_04:54:00.000098627, [290, 226]
2023-09-24_04:54:00.000197255, [83, 228]
2023-09-24_04:54:00.000295883, [-328, 86]
2023-09-24_04:54:00.000394511, [-515, -171]
2023-09-24_04:54:00.000493139, [-288, -84]
2023-09-24_04:54:00.000591767, [57, 24]
2023-09-24_04:54:00.000690395, [409, 68]
2023-09-24_04:54:00.000789023, [1184, 27]
2023-09-24_04:54:00.000887651, [1786, -106]
2023-09-24_04:54:00.000986279, [2058, -94]
2023-09-24_04:54:00.001084907, [2352, -78]
2023-09-24_04:54:00.001183535, [2210, -150]
2023-09-24_04:54:00.001282163, [1618, -64]
2023-09-24_04:54:00.001380791, [669, -43]
2023-09-24_04:54:00.001479419, [-21, -142]
2023-09-24_04:54:00.001578047, [95, -175]
2023-09-24_04:54:00.001676675, [768, -152]
2023-09-24_04:54:00.001775303, [1620, -137]
2023-09-24_04:54:00.001873931, [1998, -136]
2023-09-24_04:54:00.001972559, [1836, -87]
2023-09-24_04:54:00.002071187, [1931, -15]
2023-09-24_04:54:00.002169815, [2477, 79]
2023-09-24_04:54:00.002268443, [2710, 137]
2023-09-24_04:54:00.002367071, [2309, 173]
2023-09-24_04:54:00.002465699, [1734, 105]
2023-09-24_04:54:00.002564326, [1330, -121]
2023-09-24_04:54:00.002662954, [1751, -148]
2023-09-24_04:54:00.002761582, [2417, -95]
2023-09-24_04:54:00.002860210, [2568, -84]
2023-09-24_04:54:00.002958838, [1975, 19]
2023-09-24_04:54:00.003057466, [1422, 8]
2023-09-24_04:54:00.003156094, [1703, -96]
2023-09-24_04:54:00.003254722, [2337, -69]
2023-09-24_04:54:00.003353350, [2614, 7]
2023-09-24_04:54:00.003451978, [2439, 37]
2023-09-24_04:54:00.003550606, [2235, 61]
2023-09-24_04:54:00.003649234, [2340, -7]
2023-09-24_04:54:00.003747862, [2648, -59]
2023-09-24_04:54:00.003846490, [2698, -64]
2023-09-24_04:54:00.003945118, [2280, 20]
2023-09-24_04:54:00.004043746, [1522, 156]
2023-09-24_04:54:00.004142374, [939, 183]
2023-09-24_04:54:00.004241002, [1145, 138]
2023-09-24_04:54:00.004339630, [2022, 113]
2023-09-24_04:54:00.004438258, [2740, 152]
2023-09-24_04:54:00.004536886, [2775, 141]
2023-09-24_04:54:00.004635514, [2590, 117]
2023-09-24_04:54:00.004734142, [2858, 185]
2023-09-24_04:54:00.004832770, [2982, 171]
2023-09-24_04:54:00.004931398, [2392, 18]
2023-09-24_04:54:00.005030025, [1408, -16]
2023-09-24_04:54:00.005128653, [1164, 53]
2023-09-24_04:54:00.005227281, [1652, 100]
2023-09-24_04:54:00.005325909, [2481, 21]
2023-09-24_04:54:00.005424537, [2766, 11]
2023-09-24_04:54:00.005523165, [2076, 173]
2023-09-24_04:54:00.005621793, [1857, 221]
2023-09-24_04:54:00.005720421, [1629, 124]
2023-09-24_04:54:00.005819049, [1438, 65]
2023-09-24_04:54:00.005917677, [1554, 164]
2023-09-24_04:54:00.006016305, [1621, 121]
2023-09-24_04:54:00.006114933, [1770, 51]
2023-09-24_04:54:00.006213561, [1672, 149]
2023-09-24_04:54:00.006312189, [1089, 241]
2023-09-24_04:54:00.006410817, [617, 212]
2023-09-24_04:54:00.006509445, [617, 34]
2023-09-24_04:54:00.006608073, [451, -13]
2023-09-24_04:54:00.006706701, [93, 19]
2023-09-24_04:54:00.006805329, [22, 111]
2023-09-24_04:54:00.006903957, [284, 89]
2023-09-24_04:54:00.007002585, [106, 146]
2023-09-24_04:54:00.007101213, [-704, 213]
2023-09-24_04:54:00.007199841, [-993, 141]
2023-09-24_04:54:00.007298469, [-752, 159]
2023-09-24_04:54:00.007397097, [-784, 110]
2023-09-24_04:54:00.007495724, [-1050, -1]
2023-09-24_04:54:00.007594352, [-820, 76]
2023-09-24_04:54:00.007692980, [-1052, 149]
2023-09-24_04:54:00.007791608, [-1749, 210]
2023-09-24_04:54:00.007890236, [-2065, 302]
2023-09-24_04:54:00.007988864, [-2238, 156]
2023-09-24_04:54:00.008087492, [-2142, -5]
2023-09-24_04:54:00.008186120, [-1842, 24]
2023-09-24_04:54:00.008284748, [-1514, 172]
2023-09-24_04:54:00.008383376, [-1576, 183]
2023-09-24_04:54:00.008482004, [-1597, 107]
2023-09-24_04:54:00.008580632, [-1426, 101]
2023-09-24_04:54:00.008679260, [-1594, 159]
2023-09-24_04:54:00.008777888, [-1458, 129]
2023-09-24_04:54:00.008876516, [-1173, 64]
2023-09-24_04:54:00.008975144, [-1432, 65]
2023-09-24_04:54:00.009073772, [-2084, 184]
2023-09-24_04:54:00.009172400, [-2376, 201]
2023-09-24_04:54:00.009271028, [-1941, 121]
2023-09-24_04:54:00.009369656, [-1832, 81]
2023-09-24_04:54:00.009468284, [-2148, 157]
2023-09-24_04:54:00.009566912, [-2467, 204]
2023-09-24_04:54:00.009665540, [-2225, 186]
2023-09-24_04:54:00.009764168, [-1531, 108]
2023-09-24_04:54:00.009862796, [-906, -56]
2023-09-24_04:54:00.009961423, [-419, -118]
2023-09-24_04:54:00.010060051, [-299, -59]
2023-09-24_04:54:00.010158679, [-452, 124]
2023-09-24_04:54:00.010257307, [-565, 292]
2023-09-24_04:54:00.010355935, [-672, 271]
2023-09-24_04:54:00.010454563, [-785, 260]
2023-09-24_04:54:00.010553191, [-888, 245]
2023-09-24_04:54:00.010651819, [-1091, 130]
2023-09-24_04:54:00.010750447, [-699, 83]
2023-09-24_04:54:00.010849075, [205, 19]
2023-09-24_04:54:00.010947703, [625, -46]
2023-09-24_04:54:00.011046331, [875, 67]
2023-09-24_04:54:00.011144959, [1042, 67]
2023-09-24_04:54:00.011243587, [1175, 55]
2023-09-24_04:54:00.011342215, [1314, 31]
2023-09-24_04:54:00.011440843, [876, -13]
2023-09-24_04:54:00.011539471, [167, 22]
2023-09-24_04:54:00.011638099, [-77, 149]
2023-09-24_04:54:00.011736727, [429, 203]
2023-09-24_04:54:00.011835355, [1203, 184]
2023-09-24_04:54:00.011933983, [1539, 130]
2023-09-24_04:54:00.012032611, [1307, 46]
2023-09-24_04:54:00.012131239, [1073, 158]
2023-09-24_04:54:00.012229867, [1491, 183]
2023-09-24_04:54:00.012328495, [2156, 170]
2023-09-24_04:54:00.012427122, [1786, 216]
2023-09-24_04:54:00.012525750, [1175, 254]
2023-09-24_04:54:00.012624378, [1351, 370]
2023-09-24_04:54:00.012723006, [1228, 272]
2023-09-24_04:54:00.012821634, [815, 67]
2023-09-24_04:54:00.012920262, [871, 41]
2023-09-24_04:54:00.013018890, [1579, 74]
2023-09-24_04:54:00.013117518, [2113, 172]
2023-09-24_04:54:00.013216146, [2122, 200]
2023-09-24_04:54:00.013314774, [2252, 304]
2023-09-24_04:54:00.013413402, [2371, 339]
2023-09-24_04:54:00.013512030, [1978, 230]
2023-09-24_04:54:00.013610658, [1794, 101]
2023-09-24_04:54:00.013709286, [1627, 63]
2023-09-24_04:54:00.013807914, [1202, 110]
2023-09-24_04:54:00.013906542, [1266, 103]
2023-09-24_04:54:00.014005170, [1745, 34]
2023-09-24_04:54:00.014103798, [1882, 31]
2023-09-24_04:54:00.014202426, [1718, 89]
2023-09-24_04:54:00.014301054, [1827, 43]
2023-09-24_04:54:00.014399682, [1725, -61]
2023-09-24_04:54:00.014498310, [1295, -105]
2023-09-24_04:54:00.014596938, [1233, -93]
2023-09-24_04:54:00.014695566, [1915, -36]
2023-09-24_04:54:00.014794194, [2551, 71]
2023-09-24_04:54:00.014892821, [2446, 99]
2023-09-24_04:54:00.014991449, [2031, -19]
2023-09-24_04:54:00.015090077, [1293, -18]
2023-09-24_04:54:00.015188705, [357, -72]
2023-09-24_04:54:00.015287333, [79, -181]
2023-09-24_04:54:00.015385961, [972, -213]
2023-09-24_04:54:00.015484589, [2126, -156]
2023-09-24_04:54:00.015583217, [2443, -6]
2023-09-24_04:54:00.015681845, [2413, -85]
2023-09-24_04:54:00.015780473, [2611, -172]
2023-09-24_04:54:00.015879101, [2749, -38]
2023-09-24_04:54:00.015977729, [2503, 58]
2023-09-24_04:54:00.016076357, [2043, -33]
2023-09-24_04:54:00.016174985, [1355, -189]
2023-09-24_04:54:00.016273613, [577, -243]
2023-09-24_04:54:00.016372241, [301, -227]
2023-09-24_04:54:00.016470869, [600, -114]
2023-09-24_04:54:00.016569497, [1164, 32]
2023-09-24_04:54:00.016668125, [1455, 27]
2023-09-24_04:54:00.016766753, [1416, -179]
2023-09-24_04:54:00.016865381, [1543, -342]
2023-09-24_04:54:00.016964009, [1555, -386]
2023-09-24_04:54:00.017062637, [1276, -296]
2023-09-24_04:54:00.017161265, [878, -216]
2023-09-24_04:54:00.017259893, [493, -127]
2023-09-24_04:54:00.017358520, [96, -197]
2023-09-24_04:54:00.017457148, [-477, -331]
2023-09-24_04:54:00.017555776, [-955, -225]
2023-09-24_04:54:00.017654404, [-621, -164]
2023-09-24_04:54:00.017753032, [-10, -238]
2023-09-24_04:54:00.017851660, [60, -321]
2023-09-24_04:54:00.017950288, [-331, -438]
2023-09-24_04:54:00.018048916, [-546, -397]
2023-09-24_04:54:00.018147544, [-183, -261]
2023-09-24_04:54:00.018246172, [192, -192]
2023-09-24_04:54:00.018344800, [246, -58]
2023-09-24_04:54:00.018443428, [233, 36]
2023-09-24_04:54:00.018542056, [1, 91]
2023-09-24_04:54:00.018640684, [-453, 3]
2023-09-24_04:54:00.018739312, [-1134, -247]
2023-09-24_04:54:00.018837940, [-1628, -276]
2023-09-24_04:54:00.018936568, [-1391, -114]
2023-09-24_04:54:00.019035196, [-937, -22]
2023-09-24_04:54:00.019133824, [-534, -124]
2023-09-24_04:54:00.019232452, [-219, -233]
2023-09-24_04:54:00.019331080, [-101, -253]
2023-09-24_04:54:00.019429708, [-352, -137]
2023-09-24_04:54:00.019528336, [-565, -76]
2023-09-24_04:54:00.019626964, [-805, -96]
2023-09-24_04:54:00.019725592, [-825, 13]
2023-09-24_04:54:00.019824220, [-362, 142]
2023-09-24_04:54:00.019922847, [-486, 83]
2023-09-24_04:54:00.020021475, [-871, -112]
2023-09-24_04:54:00.020120103, [-951, -159]
2023-09-24_04:54:00.020218731, [-329, -197]
2023-09-24_04:54:00.020317359, [637, -281]
