"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-318U3/DIA/BPM-02/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [27964, 231]
2023-09-24_04:54:00.000098627, [27927, 257]
2023-09-24_04:54:00.000197255, [27062, 92]
2023-09-24_04:54:00.000295883, [26255, -4]
2023-09-24_04:54:00.000394511, [25960, 158]
2023-09-24_04:54:00.000493139, [26037, 235]
2023-09-24_04:54:00.000591767, [26265, -3]
2023-09-24_04:54:00.000690395, [26583, -91]
2023-09-24_04:54:00.000789023, [27142, -40]
2023-09-24_04:54:00.000887651, [27354, -47]
2023-09-24_04:54:00.000986279, [27427, -71]
2023-09-24_04:54:00.001084907, [27602, 57]
2023-09-24_04:54:00.001183535, [27331, 178]
2023-09-24_04:54:00.001282163, [26276, 24]
2023-09-24_04:54:00.001380791, [24821, -70]
2023-09-24_04:54:00.001479419, [23856, 130]
2023-09-24_04:54:00.001578047, [23763, 266]
2023-09-24_04:54:00.001676675, [24516, 159]
2023-09-24_04:54:00.001775303, [25506, 59]
2023-09-24_04:54:00.001873931, [25729, 61]
2023-09-24_04:54:00.001972559, [25276, 17]
2023-09-24_04:54:00.002071187, [25431, -200]
2023-09-24_04:54:00.002169815, [26260, -267]
2023-09-24_04:54:00.002268443, [26730, -136]
2023-09-24_04:54:00.002367071, [26124, -179]
2023-09-24_04:54:00.002465699, [25092, -143]
2023-09-24_04:54:00.002564326, [24611, -88]
2023-09-24_04:54:00.002662954, [25121, -98]
2023-09-24_04:54:00.002761582, [25856, -46]
2023-09-24_04:54:00.002860210, [25787, -31]
2023-09-24_04:54:00.002958838, [24707, 61]
2023-09-24_04:54:00.003057466, [23811, 45]
2023-09-24_04:54:00.003156094, [24091, -68]
2023-09-24_04:54:00.003254722, [25125, -16]
2023-09-24_04:54:00.003353350, [25798, -82]
2023-09-24_04:54:00.003451978, [25583, -143]
2023-09-24_04:54:00.003550606, [25209, -39]
2023-09-24_04:54:00.003649234, [25282, -5]
2023-09-24_04:54:00.003747862, [25540, -3]
2023-09-24_04:54:00.003846490, [25467, 59]
2023-09-24_04:54:00.003945118, [24793, 12]
2023-09-24_04:54:00.004043746, [23720, 49]
2023-09-24_04:54:00.004142374, [23057, -71]
2023-09-24_04:54:00.004241002, [23230, -211]
2023-09-24_04:54:00.004339630, [24209, -157]
2023-09-24_04:54:00.004438258, [25156, -210]
2023-09-24_04:54:00.004536886, [24897, -272]
2023-09-24_04:54:00.004635514, [24579, -304]
2023-09-24_04:54:00.004734142, [24937, -193]
2023-09-24_04:54:00.004832770, [25272, -76]
2023-09-24_04:54:00.004931398, [24629, -140]
2023-09-24_04:54:00.005030025, [23261, -190]
2023-09-24_04:54:00.005128653, [22953, -156]
2023-09-24_04:54:00.005227281, [23583, -61]
2023-09-24_04:54:00.005325909, [24610, 42]
2023-09-24_04:54:00.005424537, [24876, 155]
2023-09-24_04:54:00.005523165, [24165, 73]
2023-09-24_04:54:00.005621793, [23937, -90]
2023-09-24_04:54:00.005720421, [23596, -82]
2023-09-24_04:54:00.005819049, [23424, 0]
2023-09-24_04:54:00.005917677, [23694, 106]
2023-09-24_04:54:00.006016305, [23888, 0]
2023-09-24_04:54:00.006114933, [24283, -164]
2023-09-24_04:54:00.006213561, [24449, -101]
2023-09-24_04:54:00.006312189, [24023, -93]
2023-09-24_04:54:00.006410817, [23699, -155]
2023-09-24_04:54:00.006509445, [23899, -53]
2023-09-24_04:54:00.006608073, [23988, -137]
2023-09-24_04:54:00.006706701, [23771, -393]
2023-09-24_04:54:00.006805329, [23890, -426]
2023-09-24_04:54:00.006903957, [24439, -259]
2023-09-24_04:54:00.007002585, [24482, -72]
2023-09-24_04:54:00.007101213, [23933, -78]
2023-09-24_04:54:00.007199841, [23944, -109]
2023-09-24_04:54:00.007298469, [24457, -24]
2023-09-24_04:54:00.007397097, [24495, -37]
2023-09-24_04:54:00.007495724, [24689, -5]
2023-09-24_04:54:00.007594352, [25422, -10]
2023-09-24_04:54:00.007692980, [25211, -271]
2023-09-24_04:54:00.007791608, [24304, -409]
2023-09-24_04:54:00.007890236, [23845, -284]
2023-09-24_04:54:00.007988864, [23824, -195]
2023-09-24_04:54:00.008087492, [24002, -103]
2023-09-24_04:54:00.008186120, [24338, -182]
2023-09-24_04:54:00.008284748, [24752, -93]
2023-09-24_04:54:00.008383376, [24950, 43]
2023-09-24_04:54:00.008482004, [25025, -75]
2023-09-24_04:54:00.008580632, [25047, -161]
2023-09-24_04:54:00.008679260, [24764, -312]
2023-09-24_04:54:00.008777888, [24997, -218]
2023-09-24_04:54:00.008876516, [25483, -73]
2023-09-24_04:54:00.008975144, [25096, -85]
2023-09-24_04:54:00.009073772, [24045, -171]
2023-09-24_04:54:00.009172400, [23666, -89]
2023-09-24_04:54:00.009271028, [24273, -12]
2023-09-24_04:54:00.009369656, [24357, -121]
2023-09-24_04:54:00.009468284, [23578, -127]
2023-09-24_04:54:00.009566912, [22946, -204]
2023-09-24_04:54:00.009665540, [23292, -278]
2023-09-24_04:54:00.009764168, [24124, -175]
2023-09-24_04:54:00.009862796, [24518, -64]
2023-09-24_04:54:00.009961423, [24587, 99]
2023-09-24_04:54:00.010060051, [24488, 112]
2023-09-24_04:54:00.010158679, [23983, -39]
2023-09-24_04:54:00.010257307, [23472, -12]
2023-09-24_04:54:00.010355935, [23037, -60]
2023-09-24_04:54:00.010454563, [22523, -181]
