"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-304U4/DIA/BPM-01/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [224, 119]
2023-09-24_04:54:00.000098627, [155, 152]
2023-09-24_04:54:00.000197255, [-314, 82]
2023-09-24_04:54:00.000295883, [-721, -162]
2023-09-24_04:54:00.000394511, [-686, -215]
2023-09-24_04:54:00.000493139, [-512, 4]
2023-09-24_04:54:00.000591767, [-379, 221]
2023-09-24_04:54:00.000690395, [-32, 192]
2023-09-24_04:54:00.000789023, [344, -8]
2023-09-24_04:54:00.000887651, [375, -123]
2023-09-24_04:54:00.000986279, [508, -67]
2023-09-24_04:54:00.001084907, [889, -132]
2023-09-24_04:54:00.001183535, [834, -174]
2023-09-24_04:54:00.001282163, [21, -11]
2023-09-24_04:54:00.001380791, [-1004, 21]
2023-09-24_04:54:00.001479419, [-1326, -36]
2023-09-24_04:54:00.001578047, [-1172, -142]
2023-09-24_04:54:00.001676675, [-866, -277]
2023-09-24_04:54:00.001775303, [-139, -264]
2023-09-24_04:54:00.001873931, [269, -164]
2023-09-24_04:54:00.001972559, [-20, -72]
2023-09-24_04:54:00.002071187, [-78, 53]
2023-09-24_04:54:00.002169815, [304, -20]
2023-09-24_04:54:00.002268443, [678, -222]
2023-09-24_04:54:00.002367071, [307, -241]
2023-09-24_04:54:00.002465699, [-436, -187]
2023-09-24_04:54:00.002564326, [-636, -98]
2023-09-24_04:54:00.002662954, [-275, -15]
2023-09-24_04:54:00.002761582, [253, 63]
2023-09-24_04:54:00.002860210, [313, 45]
2023-09-24_04:54:00.002958838, [-411, -68]
2023-09-24_04:54:00.003057466, [-1060, -121]
2023-09-24_04:54:00.003156094, [-720, -134]
2023-09-24_04:54:00.003254722, [-22, -204]
2023-09-24_04:54:00.003353350, [134, -207]
2023-09-24_04:54:00.003451978, [-198, -107]
2023-09-24_04:54:00.003550606, [-325, -187]
2023-09-24_04:54:00.003649234, [-127, -344]
2023-09-24_04:54:00.003747862, [149, -299]
2023-09-24_04:54:00.003846490, [235, -226]
2023-09-24_04:54:00.003945118, [-73, -307]
2023-09-24_04:54:00.004043746, [-771, -298]
2023-09-24_04:54:00.004142374, [-1344, -255]
2023-09-24_04:54:00.004241002, [-995, -210]
2023-09-24_04:54:00.004339630, [39, -203]
2023-09-24_04:54:00.004438258, [646, -155]
2023-09-24_04:54:00.004536886, [465, -60]
2023-09-24_04:54:00.004635514, [429, -51]
2023-09-24_04:54:00.004734142, [683, -38]
2023-09-24_04:54:00.004832770, [860, -158]
2023-09-24_04:54:00.004931398, [431, -305]
2023-09-24_04:54:00.005030025, [-425, -246]
2023-09-24_04:54:00.005128653, [-596, -139]
2023-09-24_04:54:00.005227281, [-278, -128]
2023-09-24_04:54:00.005325909, [518, -170]
2023-09-24_04:54:00.005424537, [905, -112]
2023-09-24_04:54:00.005523165, [339, -123]
2023-09-24_04:54:00.005621793, [109, -144]
2023-09-24_04:54:00.005720421, [-82, -223]
2023-09-24_04:54:00.005819049, [-132, -232]
2023-09-24_04:54:00.005917677, [40, -122]
2023-09-24_04:54:00.006016305, [168, -191]
2023-09-24_04:54:00.006114933, [501, -76]
2023-09-24_04:54:00.006213561, [728, -66]
2023-09-24_04:54:00.006312189, [375, -174]
2023-09-24_04:54:00.006410817, [-56, -162]
2023-09-24_04:54:00.006509445, [146, -235]
2023-09-24_04:54:00.006608073, [381, -149]
2023-09-24_04:54:00.006706701, [102, -190]
2023-09-24_04:54:00.006805329, [42, -485]
2023-09-24_04:54:00.006903957, [405, -464]
2023-09-24_04:54:00.007002585, [278, -286]
2023-09-24_04:54:00.007101213, [-144, -198]
2023-09-24_04:54:00.007199841, [-125, -189]
2023-09-24_04:54:00.007298469, [206, -248]
2023-09-24_04:54:00.007397097, [317, -166]
2023-09-24_04:54:00.007495724, [405, -64]
2023-09-24_04:54:00.007594352, [720, -115]
2023-09-24_04:54:00.007692980, [547, -122]
2023-09-24_04:54:00.007791608, [71, -171]
2023-09-24_04:54:00.007890236, [-143, -154]
2023-09-24_04:54:00.007988864, [-326, -128]
2023-09-24_04:54:00.008087492, [-470, -137]
2023-09-24_04:54:00.008186120, [-362, -115]
2023-09-24_04:54:00.008284748, [8, -128]
2023-09-24_04:54:00.008383376, [202, -185]
2023-09-24_04:54:00.008482004, [270, -270]
2023-09-24_04:54:00.008580632, [353, -220]
2023-09-24_04:54:00.008679260, [47, -191]
2023-09-24_04:54:00.008777888, [101, -128]
2023-09-24_04:54:00.008876516, [442, -79]
2023-09-24_04:54:00.008975144, [213, -129]
2023-09-24_04:54:00.009073772, [-425, 7]
2023-09-24_04:54:00.009172400, [-738, 7]
2023-09-24_04:54:00.009271028, [-398, -151]
2023-09-24_04:54:00.009369656, [-273, -229]
2023-09-24_04:54:00.009468284, [-699, -135]
2023-09-24_04:54:00.009566912, [-1089, -3]
2023-09-24_04:54:00.009665540, [-892, -57]
2023-09-24_04:54:00.009764168, [-424, -93]
2023-09-24_04:54:00.009862796, [-119, -84]
2023-09-24_04:54:00.009961423, [197, -136]
2023-09-24_04:54:00.010060051, [433, -287]
2023-09-24_04:54:00.010158679, [181, -203]
2023-09-24_04:54:00.010257307, [-325, -85]
2023-09-24_04:54:00.010355935, [-689, -207]
2023-09-24_04:54:00.010454563, [-868, -237]
2023-09-24_04:54:00.010553191, [-1032, -262]
2023-09-24_04:54:00.010651819, [-1239, -212]
2023-09-24_04:54:00.010750447, [-820, -270]
2023-09-24_04:54:00.010849075, [-184, -337]
2023-09-24_04:54:00.010947703, [-194, -329]
2023-09-24_04:54:00.011046331, [-212, -326]
2023-09-24_04:54:00.011144959, [-73, -289]
2023-09-24_04:54:00.011243587, [-2, -263]
2023-09-24_04:54:00.011342215, [-6, -351]
2023-09-24_04:54:00.011440843, [-614, -365]
2023-09-24_04:54:00.011539471, [-1424, -309]
2023-09-24_04:54:00.011638099, [-1689, -252]
2023-09-24_04:54:00.011736727, [-1316, -236]
2023-09-24_04:54:00.011835355, [-660, -207]
2023-09-24_04:54:00.011933983, [-277, -258]
2023-09-24_04:54:00.012032611, [-313, -313]
2023-09-24_04:54:00.012131239, [-492, -412]
2023-09-24_04:54:00.012229867, [-249, -527]
2023-09-24_04:54:00.012328495, [340, -373]
2023-09-24_04:54:00.012427122, [164, -227]
2023-09-24_04:54:00.012525750, [-213, -161]
2023-09-24_04:54:00.012624378, [-284, -122]
2023-09-24_04:54:00.012723006, [-538, -183]
2023-09-24_04:54:00.012821634, [-782, -177]
2023-09-24_04:54:00.012920262, [-765, -157]
2023-09-24_04:54:00.013018890, [-414, -247]
2023-09-24_04:54:00.013117518, [-162, -186]
2023-09-24_04:54:00.013216146, [-40, -177]
2023-09-24_04:54:00.013314774, [69, -300]
2023-09-24_04:54:00.013413402, [88, -479]
2023-09-24_04:54:00.013512030, [-149, -497]
2023-09-24_04:54:00.013610658, [-76, -382]
2023-09-24_04:54:00.013709286, [-176, -216]
2023-09-24_04:54:00.013807914, [-696, -260]
2023-09-24_04:54:00.013906542, [-598, -386]
2023-09-24_04:54:00.014005170, [-255, -229]
2023-09-24_04:54:00.014103798, [-223, -197]
2023-09-24_04:54:00.014202426, [-400, -201]
2023-09-24_04:54:00.014301054, [-351, -204]
2023-09-24_04:54:00.014399682, [-546, -341]
2023-09-24_04:54:00.014498310, [-863, -306]
2023-09-24_04:54:00.014596938, [-658, -175]
2023-09-24_04:54:00.014695566, [-7, -167]
2023-09-24_04:54:00.014794194, [500, -228]
2023-09-24_04:54:00.014892821, [267, -174]
2023-09-24_04:54:00.014991449, [-179, -47]
2023-09-24_04:54:00.015090077, [-727, -4]
2023-09-24_04:54:00.015188705, [-1520, 16]
2023-09-24_04:54:00.015287333, [-1906, 10]
2023-09-24_04:54:00.015385961, [-1116, -14]
2023-09-24_04:54:00.015484589, [140, -35]
2023-09-24_04:54:00.015583217, [488, 8]
2023-09-24_04:54:00.015681845, [489, 7]
2023-09-24_04:54:00.015780473, [718, -146]
2023-09-24_04:54:00.015879101, [714, -166]
2023-09-24_04:54:00.015977729, [442, -47]
2023-09-24_04:54:00.016076357, [122, 28]
2023-09-24_04:54:00.016174985, [-440, 133]
2023-09-24_04:54:00.016273613, [-973, 244]
2023-09-24_04:54:00.016372241, [-937, 158]
2023-09-24_04:54:00.016470869, [-387, -27]
2023-09-24_04:54:00.016569497, [242, 68]
2023-09-24_04:54:00.016668125, [506, 153]
2023-09-24_04:54:00.016766753, [606, 14]
2023-09-24_04:54:00.016865381, [781, -151]
2023-09-24_04:54:00.016964009, [920, -61]
2023-09-24_04:54:00.017062637, [809, 72]
2023-09-24_04:54:00.017161265, [456, 9]
2023-09-24_04:54:00.017259893, [19, -4]
2023-09-24_04:54:00.017358520, [-266, 73]
2023-09-24_04:54:00.017457148, [-407, 118]
2023-09-24_04:54:00.017555776, [-474, 61]
2023-09-24_04:54:00.017654404, [-48, 53]
2023-09-24_04:54:00.017753032, [614, 10]
2023-09-24_04:54:00.017851660, [614, -46]
2023-09-24_04:54:00.017950288, [-37, 58]
2023-09-24_04:54:00.018048916, [-267, 150]
2023-09-24_04:54:00.018147544, [84, 101]
2023-09-24_04:54:00.018246172, [631, 76]
2023-09-24_04:54:00.018344800, [898, 138]
2023-09-24_04:54:00.018443428, [886, 113]
2023-09-24_04:54:00.018542056, [664, 0]
2023-09-24_04:54:00.018640684, [184, -47]
2023-09-24_04:54:00.018739312, [-353, 107]
2023-09-24_04:54:00.018837940, [-733, 148]
2023-09-24_04:54:00.018936568, [-702, 169]
2023-09-24_04:54:00.019035196, [-450, 127]
2023-09-24_04:54:00.019133824, [16, 41]
2023-09-24_04:54:00.019232452, [611, 93]
2023-09-24_04:54:00.019331080, [839, 156]
2023-09-24_04:54:00.019429708, [516, 142]
2023-09-24_04:54:00.019528336, [110, 25]
2023-09-24_04:54:00.019626964, [-229, -44]
2023-09-24_04:54:00.019725592, [-164, -38]
2023-09-24_04:54:00.019824220, [110, 48]
2023-09-24_04:54:00.019922847, [-111, 24]
2023-09-24_04:54:00.020021475, [-490, -117]
2023-09-24_04:54:00.020120103, [-741, -117]
2023-09-24_04:54:00.020218731, [-319, 83]
2023-09-24_04:54:00.020317359, [356, 131]
2023-09-24_04:54:00.020415987, [586, -26]
2023-09-24_04:54:00.020514615, [323, 2]
2023-09-24_04:54:00.020613243, [-85, -9]
2023-09-24_04:54:00.020711871, [-499, -9]
2023-09-24_04:54:00.020810499, [-734, -122]
2023-09-24_04:54:00.020909127, [-336, -268]
2023-09-24_04:54:00.021007755, [-20, -172]
2023-09-24_04:54:00.021106383, [-153, -212]
2023-09-24_04:54:00.021205011, [-389, -152]
