"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-301M2/DIA/BPM-02/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [3396, 259]
2023-09-24_04:54:00.000098627, [3241, 311]
2023-09-24_04:54:00.000197255, [3116, 225]
2023-09-24_04:54:00.000295883, [3058, 125]
2023-09-24_04:54:00.000394511, [2952, 150]
2023-09-24_04:54:00.000493139, [2662, 147]
2023-09-24_04:54:00.000591767, [2407, 44]
2023-09-24_04:54:00.000690395, [2256, -2]
2023-09-24_04:54:00.000789023, [2030, 134]
2023-09-24_04:54:00.000887651, [1740, 305]
2023-09-24_04:54:00.000986279, [1550, 148]
2023-09-24_04:54:00.001084907, [1339, 18]
2023-09-24_04:54:00.001183535, [1138, 128]
2023-09-24_04:54:00.001282163, [1068, 181]
2023-09-24_04:54:00.001380791, [1035, 222]
2023-09-24_04:54:00.001479419, [948, 326]
2023-09-24_04:54:00.001578047, [796, 331]
2023-09-24_04:54:00.001676675, [633, 182]
2023-09-24_04:54:00.001775303, [577, 162]
2023-09-24_04:54:00.001873931, [571, 226]
2023-09-24_04:54:00.001972559, [549, 254]
2023-09-24_04:54:00.002071187, [494, 274]
2023-09-24_04:54:00.002169815, [466, 190]
2023-09-24_04:54:00.002268443, [498, 285]
2023-09-24_04:54:00.002367071, [648, 428]
2023-09-24_04:54:00.002465699, [665, 374]
2023-09-24_04:54:00.002564326, [510, 374]
2023-09-24_04:54:00.002662954, [462, 225]
2023-09-24_04:54:00.002761582, [423, 76]
2023-09-24_04:54:00.002860210, [396, 76]
2023-09-24_04:54:00.002958838, [395, 91]
2023-09-24_04:54:00.003057466, [398, 67]
2023-09-24_04:54:00.003156094, [342, -3]
2023-09-24_04:54:00.003254722, [290, 21]
2023-09-24_04:54:00.003353350, [232, 6]
2023-09-24_04:54:00.003451978, [146, -48]
2023-09-24_04:54:00.003550606, [119, -34]
2023-09-24_04:54:00.003649234, [36, -29]
2023-09-24_04:54:00.003747862, [-47, 1]
2023-09-24_04:54:00.003846490, [-77, 44]
2023-09-24_04:54:00.003945118, [-36, 67]
2023-09-24_04:54:00.004043746, [-83, 79]
2023-09-24_04:54:00.004142374, [-217, -16]
2023-09-24_04:54:00.004241002, [-280, -75]
2023-09-24_04:54:00.004339630, [-407, -102]
2023-09-24_04:54:00.004438258, [-574, -63]
2023-09-24_04:54:00.004536886, [-646, 59]
2023-09-24_04:54:00.004635514, [-696, 115]
2023-09-24_04:54:00.004734142, [-772, 23]
2023-09-24_04:54:00.004832770, [-949, -9]
2023-09-24_04:54:00.004931398, [-1071, 43]
2023-09-24_04:54:00.005030025, [-1094, -50]
2023-09-24_04:54:00.005128653, [-1155, -180]
2023-09-24_04:54:00.005227281, [-1213, -184]
2023-09-24_04:54:00.005325909, [-1323, -113]
2023-09-24_04:54:00.005424537, [-1471, -135]
2023-09-24_04:54:00.005523165, [-1500, -218]
2023-09-24_04:54:00.005621793, [-1493, -237]
2023-09-24_04:54:00.005720421, [-1579, -198]
2023-09-24_04:54:00.005819049, [-1611, -192]
2023-09-24_04:54:00.005917677, [-1582, -124]
2023-09-24_04:54:00.006016305, [-1589, -117]
2023-09-24_04:54:00.006114933, [-1601, -135]
2023-09-24_04:54:00.006213561, [-1578, -20]
2023-09-24_04:54:00.006312189, [-1477, -13]
2023-09-24_04:54:00.006410817, [-1396, -27]
2023-09-24_04:54:00.006509445, [-1310, -34]
2023-09-24_04:54:00.006608073, [-1266, -78]
2023-09-24_04:54:00.006706701, [-1212, -120]
2023-09-24_04:54:00.006805329, [-1134, -152]
2023-09-24_04:54:00.006903957, [-1106, -211]
2023-09-24_04:54:00.007002585, [-1085, -325]
2023-09-24_04:54:00.007101213, [-976, -306]
2023-09-24_04:54:00.007199841, [-905, -198]
2023-09-24_04:54:00.007298469, [-885, -37]
2023-09-24_04:54:00.007397097, [-797, -59]
2023-09-24_04:54:00.007495724, [-713, -153]
2023-09-24_04:54:00.007594352, [-647, -111]
2023-09-24_04:54:00.007692980, [-576, -67]
2023-09-24_04:54:00.007791608, [-619, -102]
2023-09-24_04:54:00.007890236, [-634, -161]
2023-09-24_04:54:00.007988864, [-485, -153]
2023-09-24_04:54:00.008087492, [-410, -106]
2023-09-24_04:54:00.008186120, [-360, -55]
2023-09-24_04:54:00.008284748, [-274, -119]
2023-09-24_04:54:00.008383376, [-318, -242]
2023-09-24_04:54:00.008482004, [-339, -219]
2023-09-24_04:54:00.008580632, [-331, -144]
2023-09-24_04:54:00.008679260, [-307, -29]
2023-09-24_04:54:00.008777888, [-270, 64]
2023-09-24_04:54:00.008876516, [-331, 55]
2023-09-24_04:54:00.008975144, [-336, -59]
2023-09-24_04:54:00.009073772, [-238, -173]
2023-09-24_04:54:00.009172400, [-335, -119]
2023-09-24_04:54:00.009271028, [-420, 26]
2023-09-24_04:54:00.009369656, [-378, 14]
2023-09-24_04:54:00.009468284, [-447, -28]
2023-09-24_04:54:00.009566912, [-596, 41]
2023-09-24_04:54:00.009665540, [-776, 120]
