"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-306U2/DIA/BPM-01/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [189, 289]
2023-09-24_04:54:00.000098627, [160, 229]
2023-09-24_04:54:00.000197255, [-407, 110]
2023-09-24_04:54:00.000295883, [-1033, 89]
2023-09-24_04:54:00.000394511, [-1025, 84]
2023-09-24_04:54:00.000493139, [-842, -7]
2023-09-24_04:54:00.000591767, [-640, -55]
2023-09-24_04:54:00.000690395, [-412, 52]
2023-09-24_04:54:00.000789023, [-31, 123]
2023-09-24_04:54:00.000887651, [404, 16]
2023-09-24_04:54:00.000986279, [732, -67]
2023-09-24_04:54:00.001084907, [1030, -12]
2023-09-24_04:54:00.001183535, [925, 23]
2023-09-24_04:54:00.001282163, [213, -20]
2023-09-24_04:54:00.001380791, [-683, 10]
2023-09-24_04:54:00.001479419, [-1272, 51]
2023-09-24_04:54:00.001578047, [-1276, -1]
2023-09-24_04:54:00.001676675, [-675, -50]
2023-09-24_04:54:00.001775303, [135, -77]
2023-09-24_04:54:00.001873931, [467, -63]
2023-09-24_04:54:00.001972559, [120, 18]
2023-09-24_04:54:00.002071187, [213, 118]
2023-09-24_04:54:00.002169815, [930, 124]
2023-09-24_04:54:00.002268443, [1244, 26]
2023-09-24_04:54:00.002367071, [758, -26]
2023-09-24_04:54:00.002465699, [115, -3]
2023-09-24_04:54:00.002564326, [-161, -31]
2023-09-24_04:54:00.002662954, [145, -127]
2023-09-24_04:54:00.002761582, [548, -114]
2023-09-24_04:54:00.002860210, [495, 32]
2023-09-24_04:54:00.002958838, [-68, 52]
2023-09-24_04:54:00.003057466, [-609, -111]
2023-09-24_04:54:00.003156094, [-284, -9]
2023-09-24_04:54:00.003254722, [471, 125]
2023-09-24_04:54:00.003353350, [741, 79]
2023-09-24_04:54:00.003451978, [590, 71]
2023-09-24_04:54:00.003550606, [359, 180]
2023-09-24_04:54:00.003649234, [456, 234]
2023-09-24_04:54:00.003747862, [880, 100]
2023-09-24_04:54:00.003846490, [894, 22]
2023-09-24_04:54:00.003945118, [371, 14]
2023-09-24_04:54:00.004043746, [-531, 59]
2023-09-24_04:54:00.004142374, [-1015, 102]
2023-09-24_04:54:00.004241002, [-735, 150]
2023-09-24_04:54:00.004339630, [52, 268]
2023-09-24_04:54:00.004438258, [683, 216]
2023-09-24_04:54:00.004536886, [583, 112]
2023-09-24_04:54:00.004635514, [410, 23]
2023-09-24_04:54:00.004734142, [581, 4]
2023-09-24_04:54:00.004832770, [853, 139]
2023-09-24_04:54:00.004931398, [509, 212]
2023-09-24_04:54:00.005030025, [-254, 64]
2023-09-24_04:54:00.005128653, [-363, -8]
2023-09-24_04:54:00.005227281, [42, 12]
2023-09-24_04:54:00.005325909, [658, 230]
2023-09-24_04:54:00.005424537, [1005, 336]
2023-09-24_04:54:00.005523165, [578, 220]
2023-09-24_04:54:00.005621793, [348, 172]
2023-09-24_04:54:00.005720421, [214, 141]
2023-09-24_04:54:00.005819049, [212, 136]
2023-09-24_04:54:00.005917677, [502, 120]
2023-09-24_04:54:00.006016305, [622, 36]
2023-09-24_04:54:00.006114933, [858, -96]
2023-09-24_04:54:00.006213561, [972, -71]
2023-09-24_04:54:00.006312189, [637, 99]
2023-09-24_04:54:00.006410817, [278, 197]
2023-09-24_04:54:00.006509445, [374, 140]
2023-09-24_04:54:00.006608073, [483, 6]
2023-09-24_04:54:00.006706701, [112, -105]
2023-09-24_04:54:00.006805329, [29, -15]
2023-09-24_04:54:00.006903957, [377, 211]
