"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-319U3/DIA/BPM-01/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [1036, 587]
2023-09-24_04:54:00.000098627, [1104, 360]
2023-09-24_04:54:00.000197255, [402, 375]
2023-09-24_04:54:00.000295883, [-316, 300]
2023-09-24_04:54:00.000394511, [-569, 235]
2023-09-24_04:54:00.000493139, [-657, 353]
2023-09-24_04:54:00.000591767, [-372, 386]
2023-09-24_04:54:00.000690395, [16, 339]
2023-09-24_04:54:00.000789023, [733, 241]
2023-09-24_04:54:00.000887651, [1279, 192]
2023-09-24_04:54:00.000986279, [1432, 271]
2023-09-24_04:54:00.001084907, [1769, 439]
2023-09-24_04:54:00.001183535, [1609, 502]
2023-09-24_04:54:00.001282163, [580, 351]
2023-09-24_04:54:00.001380791, [-760, 188]
2023-09-24_04:54:00.001479419, [-1604, 128]
2023-09-24_04:54:00.001578047, [-1636, 30]
2023-09-24_04:54:00.001676675, [-959, 127]
2023-09-24_04:54:00.001775303, [86, 234]
2023-09-24_04:54:00.001873931, [437, 214]
2023-09-24_04:54:00.001972559, [28, 138]
2023-09-24_04:54:00.002071187, [151, -1]
2023-09-24_04:54:00.002169815, [984, 67]
2023-09-24_04:54:00.002268443, [1364, 121]
2023-09-24_04:54:00.002367071, [571, 234]
2023-09-24_04:54:00.002465699, [-494, 332]
2023-09-24_04:54:00.002564326, [-764, 263]
2023-09-24_04:54:00.002662954, [-116, 382]
2023-09-24_04:54:00.002761582, [636, 467]
2023-09-24_04:54:00.002860210, [765, 382]
2023-09-24_04:54:00.002958838, [-109, 255]
2023-09-24_04:54:00.003057466, [-970, 180]
2023-09-24_04:54:00.003156094, [-709, 87]
2023-09-24_04:54:00.003254722, [97, -76]
2023-09-24_04:54:00.003353350, [476, 182]
2023-09-24_04:54:00.003451978, [377, 514]
2023-09-24_04:54:00.003550606, [282, 452]
2023-09-24_04:54:00.003649234, [536, 342]
2023-09-24_04:54:00.003747862, [965, 310]
2023-09-24_04:54:00.003846490, [930, 394]
2023-09-24_04:54:00.003945118, [430, 340]
2023-09-24_04:54:00.004043746, [-639, 34]
2023-09-24_04:54:00.004142374, [-1453, -65]
2023-09-24_04:54:00.004241002, [-952, 18]
2023-09-24_04:54:00.004339630, [194, -23]
2023-09-24_04:54:00.004438258, [951, 74]
2023-09-24_04:54:00.004536886, [775, 212]
2023-09-24_04:54:00.004635514, [567, 78]
2023-09-24_04:54:00.004734142, [796, 50]
2023-09-24_04:54:00.004832770, [1030, 39]
2023-09-24_04:54:00.004931398, [400, -22]
2023-09-24_04:54:00.005030025, [-777, 0]
2023-09-24_04:54:00.005128653, [-869, -149]
2023-09-24_04:54:00.005227281, [-414, -77]
2023-09-24_04:54:00.005325909, [709, 110]
2023-09-24_04:54:00.005424537, [1335, -15]
2023-09-24_04:54:00.005523165, [659, -116]
2023-09-24_04:54:00.005621793, [251, -147]
2023-09-24_04:54:00.005720421, [-205, -318]
2023-09-24_04:54:00.005819049, [-454, -360]
2023-09-24_04:54:00.005917677, [-272, -251]
2023-09-24_04:54:00.006016305, [-18, -94]
2023-09-24_04:54:00.006114933, [350, -91]
2023-09-24_04:54:00.006213561, [433, -257]
2023-09-24_04:54:00.006312189, [-152, -215]
2023-09-24_04:54:00.006410817, [-260, 15]
2023-09-24_04:54:00.006509445, [78, 107]
2023-09-24_04:54:00.006608073, [-80, -17]
2023-09-24_04:54:00.006706701, [-516, -106]
2023-09-24_04:54:00.006805329, [-482, -211]
2023-09-24_04:54:00.006903957, [18, -345]
2023-09-24_04:54:00.007002585, [140, -199]
2023-09-24_04:54:00.007101213, [-423, -213]
2023-09-24_04:54:00.007199841, [-626, -347]
2023-09-24_04:54:00.007298469, [-335, -199]
2023-09-24_04:54:00.007397097, [-198, -157]
2023-09-24_04:54:00.007495724, [41, -287]
2023-09-24_04:54:00.007594352, [663, -332]
2023-09-24_04:54:00.007692980, [689, -286]
